k,mean,variance,std,μ
0.4,1.0280766993271242,0.08714148520102237,0.29519736652115036,0.028076699327123766
0.8,0.9856092937225658,0.10476303864492291,0.32367118908689246,-0.014390706277434162
1.2,1.1107272191827515,0.08742262583911513,0.2956731740268554,0.11072721918275144
1.6,1.2588867783605777,0.08858157410031646,0.297626568203036,0.2588867783605774
2.0,1.1810186198343944,0.2294991139256797,0.4790606578771416,0.18101861983439438
2.4,1.201497944975698,0.22452022259138674,0.4738356493462546,0.2014979449756981
2.8,1.3376068706504896,0.23978884002709347,0.48968238688673854,0.33760687065048955
3.2,1.4509041735952644,0.3254667145613153,0.5704969014476023,0.45090417359526436
3.6,1.1365601630799396,0.7266365756938636,0.8524298069013446,0.1365601630799397
4.0,1.468840121859038,0.35728675182428454,0.5977346834710904,0.46884012185903795
4.4,2.0324888032141923,0.5771422354534601,0.7596987794208044,1.0324888032141923
4.8,1.3839557285061566,0.7517974754888893,0.8670625556953139,0.38395572850615667
5.2,1.6069981351364802,1.4541869681046264,1.2058967485256051,0.6069981351364807
5.6,1.5554176584886856,1.5598583238126265,1.248942882526109,0.5554176584886855
6.0,1.2295826395742429,1.7716371283914278,1.331028597886397,0.2295826395742429
6.4,1.2149960889918299,1.2350150852500847,1.111312325698804,0.21499608899183004
6.8,,,,
7.2,,,,
7.6,,,,
8.0,,,,
8.4,,,,
8.8,,,,
9.2,,,,
9.6,,,,
10.0,,,,
10.4,,,,
10.8,,,,
11.2,,,,
11.6,,,,
12.0,,,,
12.4,,,,
12.8,,,,
13.2,,,,
13.6,,,,
14.0,,,,
14.4,,,,
14.8,,,,
15.2,,,,
15.6,,,,
16.0,,,,
16.4,,,,
16.8,,,,
17.2,,,,
17.6,,,,
18.0,,,,
18.4,,,,
18.8,,,,
19.2,,,,
19.6,,,,
20.0,,,,
20.4,,,,
20.8,,,,
21.2,,,,
21.6,,,,
22.0,,,,
22.4,,,,
22.8,,,,
23.2,,,,
23.6,,,,
24.0,,,,
24.4,,,,
24.8,,,,
25.2,,,,
25.6,,,,
26.0,,,,
26.4,,,,
26.8,,,,
27.2,,,,
27.6,,,,
28.0,,,,
28.4,,,,
28.8,,,,
29.2,,,,
29.6,,,,
30.0,,,,
30.4,,,,
30.8,,,,
31.2,,,,
31.6,,,,
32.0,,,,
32.4,,,,
32.8,,,,
33.2,,,,
33.6,,,,
34.0,,,,
34.4,,,,
34.8,,,,
35.2,,,,
35.6,,,,
36.0,,,,
36.4,,,,
36.8,,,,
37.2,,,,
37.6,,,,
38.0,,,,
38.4,,,,
38.8,,,,
39.2,,,,
39.6,,,,
40.0,,,,
40.4,,,,
40.8,,,,
41.2,,,,
41.6,,,,
42.0,,,,
42.4,,,,
42.8,,,,
43.2,,,,
43.6,,,,
44.0,,,,
44.4,,,,
44.8,,,,
45.2,,,,
45.6,,,,
46.0,,,,
46.4,,,,
46.8,,,,
47.2,,,,
47.6,,,,
48.0,,,,
48.4,,,,
48.8,,,,
49.2,,,,
49.6,,,,
50.0,,,,
50.4,,,,
50.8,,,,
51.2,,,,
51.6,,,,
52.0,,,,
52.4,,,,
52.8,,,,
53.2,,,,
53.6,,,,
54.0,,,,
54.4,,,,
54.8,,,,
55.2,,,,
55.6,,,,
56.0,,,,
56.4,,,,
56.8,,,,
57.2,,,,
57.6,,,,
58.0,,,,
58.4,,,,
58.8,,,,
59.2,,,,
59.6,,,,
60.0,,,,
60.4,,,,
60.8,,,,
61.2,,,,
61.6,,,,
62.0,,,,
62.4,,,,
62.8,,,,
63.2,,,,
63.6,,,,
64.0,,,,
64.4,,,,
64.8,,,,
65.2,,,,
65.6,,,,
66.0,,,,
66.4,,,,
66.8,,,,
67.2,,,,
67.6,,,,
68.0,,,,
68.4,,,,
68.8,,,,
69.2,,,,
69.6,,,,
70.0,,,,
70.4,,,,
70.8,,,,
71.2,,,,
71.6,,,,
72.0,,,,
72.4,,,,
72.8,,,,
73.2,,,,
73.6,,,,
74.0,,,,
74.4,,,,
74.8,,,,
75.2,,,,
75.6,,,,
76.0,,,,
76.4,,,,
76.8,,,,
77.2,,,,
77.6,,,,
78.0,,,,
78.4,,,,
78.8,,,,
79.2,,,,
79.6,,,,
80.0,,,,
80.4,,,,
80.8,,,,
81.2,,,,
81.6,,,,
82.0,,,,
82.4,,,,
82.8,,,,
83.2,,,,
83.6,,,,
84.0,,,,
84.4,,,,
84.8,,,,
85.2,,,,
85.6,,,,
86.0,,,,
86.4,,,,
86.8,,,,
87.2,,,,
87.6,,,,
88.0,,,,
88.4,,,,
88.8,,,,
89.2,,,,
89.6,,,,
90.0,,,,
90.4,,,,
90.8,,,,
91.2,,,,
91.6,,,,
92.0,,,,
92.4,,,,
92.8,,,,
93.2,,,,
93.6,,,,
94.0,,,,
94.4,,,,
94.8,,,,
95.2,,,,
95.6,,,,
96.0,,,,
96.4,,,,
96.8,,,,
97.2,,,,
97.6,,,,
98.0,,,,
98.4,,,,
98.8,,,,
99.2,,,,
99.6,,,,
100.0,,,,
100.4,,,,
100.8,,,,
101.2,,,,
101.6,,,,
102.0,,,,
102.4,,,,
102.8,,,,
103.2,,,,
103.6,,,,
104.0,,,,
104.4,,,,
104.8,,,,
105.2,,,,
105.6,,,,
106.0,,,,
106.4,,,,
106.8,,,,
107.2,,,,
107.6,,,,
108.0,,,,
108.4,,,,
108.8,,,,
109.2,,,,
109.6,,,,
110.0,,,,
110.4,,,,
110.8,,,,
111.2,,,,
111.6,,,,
112.0,,,,
112.4,,,,
112.8,,,,
113.2,,,,
113.6,,,,
114.0,,,,
114.4,,,,
114.8,,,,
115.2,,,,
115.6,,,,
116.0,,,,
116.4,,,,
116.8,,,,
117.2,,,,
117.6,,,,
118.0,,,,
118.4,,,,
118.8,,,,
119.2,,,,
119.6,,,,
120.0,,,,
120.4,,,,
120.8,,,,
121.2,,,,
121.6,,,,
122.0,,,,
122.4,,,,
122.8,,,,
123.2,,,,
123.6,,,,
124.0,,,,
124.4,,,,
124.8,,,,
125.2,,,,
125.6,,,,
126.0,,,,
126.4,,,,
126.8,,,,
127.2,,,,
127.6,,,,
128.0,,,,
128.4,,,,
128.8,,,,
129.2,,,,
129.6,,,,
130.0,,,,
130.4,,,,
130.8,,,,
131.2,,,,
131.6,,,,
132.0,,,,
132.4,,,,
132.8,,,,
133.2,,,,
133.6,,,,
134.0,,,,
134.4,,,,
134.8,,,,
135.2,,,,
135.6,,,,
136.0,,,,
136.4,,,,
136.8,,,,
137.2,,,,
137.6,,,,
138.0,,,,
138.4,,,,
138.8,,,,
139.2,,,,
139.6,,,,
140.0,,,,
140.4,,,,
140.8,,,,
141.2,,,,
141.6,,,,
142.0,,,,
142.4,,,,
142.8,,,,
143.2,,,,
143.6,,,,
144.0,,,,
144.4,,,,
144.8,,,,
145.2,,,,
145.6,,,,
146.0,,,,
146.4,,,,
146.8,,,,
147.2,,,,
147.6,,,,
148.0,,,,
148.4,,,,
148.8,,,,
149.2,,,,
149.6,,,,
150.0,,,,
150.4,,,,
150.8,,,,
151.2,,,,
151.6,,,,
152.0,,,,
152.4,,,,
152.8,,,,
153.2,,,,
153.6,,,,
154.0,,,,
154.4,,,,
154.8,,,,
155.2,,,,
155.6,,,,
156.0,,,,
156.4,,,,
156.8,,,,
157.2,,,,
157.6,,,,
158.0,,,,
158.4,,,,
158.8,,,,
159.2,,,,
159.6,,,,
160.0,,,,
160.4,,,,
160.8,,,,
161.2,,,,
161.6,,,,
162.0,,,,
162.4,,,,
162.8,,,,
163.2,,,,
163.6,,,,
164.0,,,,
164.4,,,,
164.8,,,,
165.2,,,,
165.6,,,,
166.0,,,,
166.4,,,,
166.8,,,,
167.2,,,,
167.6,,,,
168.0,,,,
168.4,,,,
168.8,,,,
169.2,,,,
169.6,,,,
170.0,,,,
170.4,,,,
170.8,,,,
171.2,,,,
171.6,,,,
172.0,,,,
172.4,,,,
